10000 10000
9047 9543 44370
5185 7492 1501
3278 2858 33712
8675 5331 44819
7821 287 50293
7036 931 3589
8070 3502 61416
7026 7673 33230
5090 5102 92823
5491 2000 45875
6141 1207 6868
7270 2925 53442
5244 1762 84185
9818 7555 7566
1073 7424 9423
4222 3208 16880
9448 8789 6179
6862 6505 67214
4379 2284 51172
7458 762 70643
4023 981 33512
4267 793 50394
8683 8590 33351
7580 3023 79254
5835 1673 32691
7115 3831 26862
9392 1717 58092
6469 9286 6705
5486 2941 95001
9374 9748 16163
6876 8855 21574
4308 6831 25187
844 5566 37595
9206 2631 32219
7790 226 23537
9844 40 84401
7428 850 54110
9480 2950 65901
7960 8746 18963
3785 8914 29762
8285 6364 15417
1830 8573 69902
242 3216 80340
8310 3442 59073
4336 7331 12265
4322 166 72464
8946 3345 3556
8479 7497 55368
6694 4742 94549
9127 5347 5547
7772 2854 76819
3754 375 28681
5134 292 96797
7697 2750 89053
760 9547 40351
55 5711 41355
1834 6963 46207
6665 6074 65472
5468 8541 94767
4583 6266 80303
6527 2498 28192
8159 9387 29088
4560 6847 68084
7177 9113 75259
8532 1082 34864
3318 8220 40441
6057 4183 25248
3230 8897 44584
2538 6353 44248
7629 6567 60172
3820 6304 99871
4035 7205 79589
8687 6319 72286
1212 7578 76770
8320 3136 45529
1088 3641 54603
3323 7928 5758
6336 5609 39886
3428 4834 43538
1125 8938 73153
4784 5870 62272
8382 9429 44995
7796 4249 65540
8639 2342 30655
8841 6748 33331
4972 587 46146
9491 4469 72538
2303 4647 90906
748 5933 48201
1281 7444 1344
9735 4886 37200
1056 4538 37420
5478 378 49953
7469 3993 79853
6059 8745 3283
4630 9375 71322
4475 6222 510
6792 3432 82254
6776 9338 44977
2055 2260 85018
6197 5310 28904
288 9463 42578
7487 858 59762
39 5056 45248
8885 9743 6201
5899 3506 97152
6296 3513 21032
1258 2092 70421
7316 8190 71631
6628 3403 17005
7636 740 31315
345 1520 85245
812 2099 47489
3656 8762 9755
4891 9305 53327
2853 724 80715
7483 3903 65199
6448 9869 2884
9634 699 54403
9621 8766 99392
9588 3113 81703
2609 1054 23095
9964 4549 80028
5817 2695 4690
6949 9539 93920
5695 5510 86203
2398 1781 74240
464 5478 78534
9652 6017 59545
9312 6949 8536
864 6946 88588
8481 1546 24249
7711 5765 4773
651 3930 44344
2635 5494 67163
3174 1244 30973
4003 2011 43826
6100 5454 43990
4551 2871 62854
2707 8090 82117
7626 9629 51223
5784 1295 14930
3529 8038 29569
9372 2426 63566
7859 441 15768
2742 7589 51582
3236 4452 46559
5445 2006 47328
4068 5306 65048
6008 7529 81110
3833 6709 64304
4069 4161 93226
4345 7382 81011
5156 8405 49999
3966 818 16572
7957 5479 24995
5218 1837 30788
6747 9924 51022
3559 603 20353
2735 3438 97818
6534 7892 12405
802 4530 61738
2611 1928 84241
5473 83 81813
9588 9346 62418
7702 8508 34156
4996 281 66689
2357 720 40413
2707 9720 91716
2925 2817 40518
7211 5862 68209
2544 632 83821
6831 7801 6863
8731 5011 42356
262 3539 6143
8039 71 25906
4134 8732 37347
8280 8202 9065
8155 2983 7062
1887 2197 67869
5463 4802 23949
8712 9746 68199
9091 6939 60158
9153 245 73968
7239 8833 30188
5503 1332 22511
5134 2867 5146
6978 9009 93300
5553 1453 17426
823 3265 18483
3078 5236 80274
1567 1705 17325
4470 1656 74692
3763 9076 97656
3353 2394 29941
1164 6458 45321
6980 7817 16640
111 2114 5555
5085 3359 67226
4972 7024 59341
714 3801 57314
3849 3477 73298
3941 5907 4336
8592 9889 86547
6340 1994 33493
1756 515 24220
5028 8097 3483
6833 4641 49896
4593 1875 89383
6340 7256 91901
6030 831 62165
4692 6425 78209
8092 9336 44277
937 2328 66961
5742 9127 30118
6996 8414 63539
6480 8137 46555
4010 6442 17801
471 4654 60362
6522 8504 17500
8025 822 71005
7684 120 55198
5148 1541 23848
9450 7957 88906
7561 1992 41927
8108 3204 32210
7625 1664 66106
5724 367 62552
9629 2129 61851
2627 670 89343
3428 4525 55117
301 7198 63377
6793 5133 94946
671 4501 70239
4221 346 62302
9378 1183 41528
6467 7399 95291
2032 8764 45353
6418 3321 33065
3449 1127 11968
5082 579 83194
7511 4596 90180
6718 4834 39762
6525 1041 67308
6127 4255 57573
3029 3597 70542
8930 4143 68260
8019 3206 74432
8526 8410 89190
9027 2059 90277
1136 6314 69444
621 8506 4252
3831 9062 68114
2419 4630 56378
4215 4174 9043
4044 8385 29567
5049 3445 79290
8493 4313 13225
1828 2790 73121
718 966 58543
6309 3976 52444
4978 6236 90988
8279 1308 32344
5450 9193 50696
1274 2660 76816
9969 5333 3628
4146 8086 35813
6623 1459 88559
8998 9789 87289
9638 2962 19127
260 780 94833
1839 4865 51322
8956 2600 16509
477 4566 8653
8456 3510 28367
5822 8217 56801
2180 1112 67423
4448 9760 62329
2580 8329 75268
3119 5968 4934
2831 9579 92424
3601 7670 37111
5476 8059 33534
2434 5607 69823
4112 2898 68883
3723 4003 76974
7081 2047 63885
3482 9480 47943
4192 7916 36368
4155 2150 17201
5391 5575 93897
981 7717 77677
1770 9847 8163
3267 8642 53019
5853 7565 79709
3776 1789 99746
7054 4006 89003
6063 3488 18157
5702 9743 25022
232 8262 29334
2257 2701 21994
2076 8321 81116
7977 3715 21630
3767 9572 58892
6221 6480 50712
8108 9834 26017
5277 330 62178
4902 3045 5592
498 7970 17325
1413 2799 40849
5876 8322 84113
8345 1013 59333
9109 5244 24334
4688 5865 88771
4566 6572 33998
5483 3673 75923
1269 94 66104
4666 4515 87840
7500 6282 93393
4174 2318 95754
5647 4648 86903
1241 8882 71099
4431 6098 81429
8973 3743 50774
6179 7576 44477
3868 9616 42438
3045 4555 45024
5816 7001 51961
3101 8588 52460
6471 2744 83950
8559 291 65338
5783 1210 25790
8676 7105 41013
1300 4309 7740
7432 1246 48633
2862 7884 91305
5156 7787 13087
6040 7708 79188
6923 9485 31130
587 3139 39441
2657 2198 83561
7052 850 69674
2232 8401 10739
2080 4285 93138
7085 2044 70244
4860 6783 24546
244 3905 23740
7401 1567 90546
2781 5375 59351
5963 20 56880
3281 675 11510
1106 9351 44280
1349 2720 93536
7647 1662 99111
7915 8733 71357
1653 1673 87182
7069 5397 27949
9821 9419 63113
2658 4528 56289
2714 4992 19479
461 3237 69004
9870 3834 74591
4357 4209 81234
4520 5968 23443
4864 3592 51669
3231 9415 59922
6278 5084 7784
1171 4388 9853
6448 7858 24069
3760 8953 72580
1254 4162 15955
7311 732 5554
5753 5784 93067
4042 1078 52322
770 309 29749
4711 4521 83293
8752 1527 41217
6514 5053 13071
5648 8876 43506
6166 3378 73816
7528 8863 54103
1748 2951 55199
5886 4652 98038
646 3691 85816
4895 6036 97553
349 7699 94442
6326 671 79523
9837 1993 91864
3774 3499 56606
9731 5971 93186
1126 6808 59878
2149 1487 17854
763 306 92317
6555 7645 70151
3493 3127 65058
5841 727 99728
4173 7043 88626
9782 8396 51741
7810 8737 47230
8209 1169 44455
9824 5036 49484
8192 9113 12382
9164 7314 48243
2741 7275 52174
3097 3129 66305
9764 5067 32159
291 5595 75085
813 6913 23390
3127 4507 7553
8581 9240 77858
8254 962 63195
8843 1139 88817
4603 6997 85864
7843 7832 88259
2528 8730 80573
5847 900 60142
4423 814 33634
5237 1823 16083
2820 8943 24528
69 3896 7490
4381 8072 65314
9163 6484 47474
8737 6376 83722
6761 7686 23769
7228 8290 23941
1396 905 85215
4407 5971 80837
2290 5172 37343
1769 3813 508
3379 2040 44080
9313 9218 75747
2516 5837 82620
3178 8412 77798
9777 2324 65834
1988 4928 95499
5889 541 33171
7411 1352 85136
3943 6692 17304
5753 446 65711
3828 9269 43887
3509 7938 57283
5735 3786 87823
5416 6701 48165
2827 58 37442
4637 5964 69284
2533 7277 52032
776 2473 41434
4248 3274 5990
7993 5577 69595
9450 6560 10594
6891 9938 75294
8983 8633 81526
5166 7868 56146
4538 1596 64872
2361 4957 25492
5084 2672 57759
8169 4940 34272
9298 4381 21908
5373 1612 93089
7045 1961 22584
2200 1405 61521
3982 9418 63285
2910 1259 32182
5705 2070 83413
4205 4064 22365
1059 7640 45508
1419 1802 71201
7727 4219 37629
6514 3097 85689
8795 2507 30527
7244 3017 56302
3235 676 57319
7231 4272 79669
104 3453 72810
2396 8584 50547
9579 6237 21227
3612 7627 72280
9833 501 14146
5647 4957 49602
8176 6632 37502
1468 3644 71136
6211 4692 58878
533 1429 23620
169 5359 58324
2543 3245 53753
9532 1994 20754
674 4599 65784
4967 8325 91915
3003 2877 8561
3163 3568 47928
8780 4010 20632
3911 701 68686
9463 648 8074
8605 2640 44809
8915 4015 79884
9020 2650 16424
4532 3800 48669
7773 7843 18582
1919 9813 69858
4303 20 44441
1524 1831 76229
1678 4620 84156
1456 3273 12921
4237 2663 28515
7917 3329 73697
5476 269 64121
2908 6452 25547
867 6903 27193
9181 7953 15158
5264 4325 20046
9212 7719 17651
7552 9602 45702
8894 8121 91587
2157 4333 47956
6903 7092 81743
3538 9486 96212
7505 7729 85736
3970 7556 64375
1878 3762 6301
9506 6737 82608
753 7709 17903
4344 1886 99564
7923 9864 15390
9807 4416 64167
9573 378 400
3341 4111 1871
1681 277 26134
2383 5000 25724
6344 6394 26573
2419 766 41118
5627 8690 27073
2359 2268 1893
7543 9648 80036
233 6081 79975
5662 5314 13708
9929 2859 69814
241 6660 81573
4008 2971 60045
2152 1395 72760
7510 3125 38685
9488 7940 94733
4119 6680 24138
2693 228 83681
5191 5409 24954
5382 9387 86655
7178 6491 67751
1479 3525 4893
7189 3530 9584
2565 2060 88018
5222 8969 81274
3933 5898 33040
5471 120 28197
1054 8646 15239
5605 6373 9733
6291 8754 66203
9759 8529 46160
5630 4612 9177
7882 6290 19106
7947 8175 66585
5951 9218 18840
1524 1330 7564
358 3112 17339
9778 9285 4595
7441 5010 32259
6859 7571 3269
36 8753 34130
4188 2216 74559
5986 1163 61277
7178 4411 47221
5440 8945 16382
2350 2147 2474
615 5046 71213
4484 7043 33450
2242 2613 45947
1062 7833 18253
4604 6164 24434
2490 5090 54170
6748 5141 32857
5726 9776 38854
1771 463 35990
1205 745 35213
2104 1872 80679
7276 538 4469
4232 3219 51750
7663 1615 56351
6585 5877 61001
9351 5789 27636
4390 2332 98760
5391 2226 27148
2536 3942 71217
7692 5396 54690
4169 8621 80711
3274 5040 26999
8386 6771 83909
6608 9343 383
4518 1605 61386
4632 8358 27840
4739 3703 27030
7388 3360 99815
7833 8397 95905
9763 4691 99778
8796 8673 61970
787 3980 26982
5316 9603 33292
9747 9106 53507
9291 2795 51269
141 2230 56322
305 9645 24589
6099 2631 98828
6758 9792 29325
3258 9357 92524
7350 9562 28224
9814 1115 95999
1267 3478 7906
48 6875 64718
5189 8227 8752
4457 4874 45854
1750 1749 63612
8837 6756 73787
9907 2963 76362
1335 9136 5745
7758 8894 66629
7484 5883 96138
2318 2775 12658
252 9646 31353
5824 7636 19207
5774 1777 83662
1096 6833 73289
7092 1801 29284
8719 4076 78247
3120 4271 57939
326 7474 49849
9348 5439 62090
6600 2674 39216
343 107 76890
7018 751 12279
2798 784 75975
4518 4527 58319
6203 4416 54169
610 8591 38605
6801 4161 21941
855 554 86433
8498 4773 35470
2776 4757 71416
2134 4876 13488
6100 1709 81760
5817 9847 81759
1699 2194 19828
3949 7129 8199
856 1038 58516
9538 5765 77097
596 1879 51998
3233 2973 16706
6161 7294 16138
6326 9053 68288
5573 3036 96349
3201 4197 30461
8100 6926 77606
9256 5435 54982
2832 1489 89736
2228 2529 19634
2226 480 46422
721 8948 82204
9930 7060 77632
2353 8782 84209
1581 951 69621
2536 5570 42424
134 2193 85217
1925 2478 44916
5032 5240 68889
8072 151 71340
2938 2486 38872
2774 4066 36182
268 5707 73467
7843 4537 20490
7545 5482 25122
6203 2158 10596
8126 6828 56942
3806 8722 10587
9503 6940 28450
8283 8148 83662
1909 2183 45397
8582 5394 12155
3809 3832 90679
3215 260 38702
7047 9364 26568
4009 1498 64602
554 587 82760
4079 8414 74768
2832 5000 48750
8780 8377 31276
1654 9483 74841
2987 314 15285
9026 8861 54167
7477 4697 96378
9394 7733 32357
7527 7907 1886
5883 4928 44307
3053 3645 39740
9328 2599 54671
7494 1754 76511
6578 8511 24496
1718 7916 77571
1622 1845 8444
5164 8960 5330
6150 1770 21499
3321 2694 31168
6166 25 90411
3798 8073 20418
893 5564 11449
1612 8181 81410
7654 1466 83657
2750 1877 49345
6619 3208 35699
7226 9336 84511
7455 8341 47735
3339 6092 68950
3419 1655 19417
1960 1201 64078
9375 6973 6144
7694 8926 57573
8414 7681 41832
5722 3641 55921
6369 7441 64655
2964 2871 29870
6552 893 37963
7606 9472 65403
4932 646 10926
5700 6423 20072
2776 1900 39547
9792 4730 2233
3251 3332 9572
5773 9280 33173
6804 2558 87537
7361 9371 84730
8201 5003 17513
5970 172 9015
4408 6071 70162
8760 843 54436
5026 1375 1960
2379 1765 41595
6376 7751 58975
436 1903 12826
1946 6870 47766
1786 2055 65172
8364 2412 30651
5142 7548 84481
9991 3670 92156
5661 6314 59843
1512 1809 74518
6593 4240 25684
6205 7142 22993
5828 8013 42278
5099 5066 94870
3523 7516 33794
5784 6806 21749
4593 1160 92133
8545 6850 23068
3724 1699 71080
5900 8692 24253
2043 227 21411
860 1973 57286
3397 7750 96844
788 8675 11051
5245 7246 22675
1033 1255 47438
9072 2314 3745
4230 7401 24864
8418 8742 32469
3037 1811 39429
8444 2660 78132
1756 5576 45137
9532 7963 18688
3873 5451 86316
2806 8650 50012
841 3754 29092
7482 329 44880
2647 1569 24301
7205 3893 65958
2911 3302 54928
4801 2195 80562
2807 5806 98684
5157 4000 7793
6311 4975 76004
3873 4845 14629
8583 2852 8985
2603 318 91332
4319 8434 14812
9847 7193 88793
207 991 23417
823 2618 12756
6970 163 92478
819 1871 99736
779 7506 90678
293 4047 65369
9792 8553 3286
5434 297 22268
536 7631 51813
6866 6143 26541
6581 3376 4347
9849 2906 81267
1953 5636 26389
8280 914 13555
7093 2574 98097
9910 1033 47545
1398 4591 15771
2800 849 27903
3894 2139 39657
589 6870 52021
56 1611 31538
2778 6292 50220
5736 4910 2377
3011 7610 3707
8557 7727 19361
4087 2879 12615
7619 1332 83045
9961 9220 59967
6087 6151 7680
7770 9653 61589
123 9695 23237
3425 4330 32422
5840 9444 66521
2749 1115 33002
2816 4912 65187
2642 7424 18566
4429 5058 14604
8229 3779 90769
8324 3759 49335
8216 8956 27801
3302 9881 62607
1309 9811 32971
5245 442 96337
7094 8087 21076
5332 7702 27026
9455 6996 43030
9251 9564 98869
4683 1534 5677
9580 9090 92541
8771 5674 59381
2685 3879 77910
4023 3488 20957
1720 833 41119
7500 9365 54737
3507 1836 34505
7747 8715 16909
6806 2007 3286
9852 6501 55630
4761 4584 51117
6595 7811 65471
4947 5810 21114
8133 6198 94296
5688 4077 66711
8448 89 54313
8998 577 43377
1171 1052 68303
5281 3019 66620
4233 5839 94601
6664 9830 1206
4308 4816 88477
8401 3676 91980
1641 5558 27843
7310 9869 37258
612 2288 22751
3635 6084 84203
4357 9388 42399
6436 4250 82995
4603 2933 92461
780 6845 37444
3473 5267 7628
8060 7493 97140
8574 8637 48451
4246 7567 36438
8874 9245 2852
7271 5578 93699
7576 9581 46982
6773 7065 8335
1733 6128 59456
1912 8189 132
2307 422 60023
5631 3648 15320
4776 2898 47404
3690 7225 95381
9514 1965 90921
966 3276 59804
4652 1444 22350
5133 7892 83362
7059 1107 24736
3065 5946 65888
675 818 6222
9509 2606 60410
5531 4138 22708
2226 6507 39568
6250 2670 2808
6303 4133 34841
235 5518 72393
1389 7041 95771
3598 6580 50323
4956 2666 53399
6465 5915 28891
7935 6166 72870
8804 4828 85341
4385 2097 82789
7288 9665 28434
6986 5953 34682
2905 8574 36673
5303 3433 84859
6560 2905 23239
4079 9696 86245
5533 9601 83913
6566 8183 11167
540 9337 76117
438 3531 2822
641 3614 3364
5625 1666 26790
9364 1075 64724
8981 1805 91562
9084 2627 83883
6739 5393 54142
4657 7104 78655
3894 208 72193
167 5178 26981
8865 9199 5455
1827 1729 47766
937 1994 76845
3896 4026 49068
8053 7394 47226
4983 9879 17141
9672 1092 29787
7410 1591 79264
6839 9054 11569
9049 5314 83063
2542 1578 75338
3040 3664 93538
5409 588 37821
7441 1687 25140
9120 5854 76653
1567 1892 45183
6330 8922 93129
4643 4941 12409
6963 3921 9312
2616 5203 42745
6319 6023 82901
1223 8797 25808
3255 3360 21816
4587 9682 89522
4921 90 21136
4166 3032 25819
3949 4089 30094
9289 5436 33594
1001 5476 86570
7959 6848 2378
9205 3527 55034
1283 7714 84100
3722 2394 43422
1597 6977 74353
5841 6646 803
9058 7950 28081
5140 8559 55229
3606 2140 57899
8981 1349 7384
4404 8500 32713
6624 8304 66838
1298 2206 96976
6359 2781 93272
7834 2623 40083
1184 167 73086
1737 1717 45063
9599 566 33646
1498 8715 55938
8242 1702 33021
443 3580 4823
7438 496 95649
6927 4997 99932
6595 118 25742
9462 9408 71995
6076 6925 75490
2906 7659 22876
5197 9461 77985
9358 8490 91229
1889 4067 52162
9010 2033 6374
9938 9308 24590
9684 7460 14867
1319 3500 89430
2728 2567 41969
7866 6391 90758
9746 7564 60879
2156 1463 81513
2663 3286 40511
8218 9230 9761
5904 5926 93172
9444 3037 48548
7086 6026 47984
2277 6660 11320
3244 1393 96443
7944 973 45419
6067 9006 41356
1360 4184 34348
8277 4441 88553
1535 4776 51956
6530 3274 47285
4272 7253 33052
5287 4150 6047
7988 721 63749
2955 9214 67599
2222 8011 57645
2145 3547 13019
5365 5710 992
1914 9671 8491
599 1570 99945
1737 7527 19948
3741 7286 97771
6379 249 95188
3054 9703 140
2747 5208 57410
3120 8757 26128
5590 1088 10639
4085 3749 13807
8223 871 29769
5256 2158 47971
8402 7824 25345
1790 4707 37986
2317 4667 75992
3627 2786 73578
2240 2513 85957
2525 6790 91689
4677 5923 88653
2024 7206 37941
6292 8124 2628
4080 1265 39692
8285 8294 88011
8129 1973 85588
6197 2631 19355
3445 71 38771
5 7056 15692
4057 2906 80819
8299 937 67630
9445 3634 72768
3794 4567 2090
1113 4436 33393
4584 4658 91749
9393 4351 26946
4375 418 72999
980 5510 49762
4607 1383 93949
2481 6509 33053
4239 7844 94311
233 2626 86824
8100 6203 79321
886 4827 94334
9058 7868 8773
9401 1885 98933
1552 9231 84020
2478 7492 74469
6034 7068 95858
1832 417 29558
3808 3431 45825
6689 5348 5952
6304 4113 84727
1350 3226 6503
9681 7344 23424
7377 6948 41926
6335 4054 71063
1099 4363 53980
6741 7292 90060
3546 9365 40791
4211 7932 31223
9039 1354 36125
8739 3271 18291
455 7066 35122
4913 8511 91726
8387 9095 94652
9672 2110 35593
38 5701 95520
4030 902 98490
3731 3810 38395
5182 512 65392
628 4485 55960
1896 9439 38567
5704 9294 84373
2884 9278 74878
1694 9730 20053
9895 9513 97273
8989 6464 38759
289 8474 29538
9792 3303 17329
7586 5059 85666
9903 3226 41816
8271 1353 4845
7017 3053 25230
3412 9070 47277
1074 4832 83362
9462 2649 27902
3072 7810 15981
3072 5916 48748
1610 5280 24710
4614 4325 16090
6573 7248 27812
8090 284 76767
1765 7831 39329
5805 9028 45854
402 6785 97224
2837 8314 3185
1385 7487 7582
3355 8313 22775
9782 9797 23071
1057 1959 41677
1384 171 70948
3563 9286 33938
326 3684 64192
3078 7712 2557
7172 2468 68008
6724 9484 45326
6569 2752 158
2036 5649 57591
2288 2102 38248
9511 5751 60593
9408 9570 9394
1950 4259 53643
9531 2776 90389
2533 8458 83074
3522 7246 40534
2030 712 62964
5606 7718 89459
2868 7685 20219
3167 8100 71313
439 5084 28704
3698 4096 21216
2488 2973 38910
6698 9430 64651
6693 641 56921
6500 5542 43830
6841 2900 21213
6927 4427 43750
5082 517 20899
9987 2259 34814
3357 5082 83099
5734 5916 17160
1824 4076 80017
5712 7586 86297
7368 1237 3573
7473 2333 90683
6242 3869 73720
6552 6540 93549
2810 5665 68327
6412 9317 5845
972 6397 31302
7677 5619 20483
7153 8919 60687
8931 6447 44351
8145 6933 40283
1049 4182 11493
4294 1512 33125
1312 6967 34542
7589 290 40059
7982 5828 51507
5577 5317 64903
8745 8868 89309
9399 5848 53344
201 3635 55509
7759 2769 55754
726 8411 95266
6713 6194 35561
5427 5605 95102
7578 6139 21509
2172 2041 60185
5197 4475 11903
8808 6439 42762
5578 1008 45670
8459 9752 9779
3619 6024 83232
6482 8661 34515
7071 9576 714
6185 2213 5873
4916 4934 15243
2211 244 18626
5494 700 84684
9671 5426 35842
9424 6059 80538
2392 7176 71667
3007 4419 22256
6175 317 97897
1336 7453 275
8743 7897 23983
4940 9362 54907
424 519 78379
6089 7409 30998
1731 2202 44082
8659 1681 92228
1363 9597 85686
165 4174 63050
1185 86 85888
3554 4153 15619
1055 9177 70787
5781 4950 39653
3641 6028 4039
7201 3734 16750
7311 1843 26478
1110 4065 70278
8754 1478 90588
3231 5192 16141
8052 7233 16627
2064 8124 98364
9572 2709 81454
9195 7501 42079
6437 6543 42606
4175 8584 91743
3646 2825 22885
7552 8368 56841
1557 9598 6937
2878 9508 54297
3760 5494 76965
42 707 95784
9929 9795 83896
7428 254 9444
8649 4000 80818
4918 2927 35375
8161 5538 53391
7755 9552 79944
5235 2329 56713
8013 2736 28579
6954 2334 97895
4918 8786 84345
4870 5413 99652
2235 1589 40268
1133 7392 2542
4248 8375 88056
6637 3178 45287
5915 4089 81432
9567 8477 35693
5980 1896 86575
1069 7780 44167
8470 3492 78953
2731 844 21391
1032 8021 59837
7590 5355 38340
2005 995 27565
4214 354 46040
9614 483 19951
8659 2695 53211
9935 2718 52377
5746 7314 69505
7624 1088 79755
2941 5583 81344
8220 4180 63934
3229 4238 35525
170 296 96680
8860 8984 45529
1619 7686 13274
3923 1560 97922
3204 4097 95344
8602 9992 85971
6319 3317 51827
2216 8319 97523
3035 4746 43087
1061 2269 20823
1405 9173 70220
3417 89 40083
9476 6539 45338
300 5762 80590
5018 1200 31161
1733 3763 37662
1547 6017 42253
3893 7746 15050
6517 7257 24589
9913 8442 85020
5049 8959 24509
2982 630 16362
3703 4135 58111
4155 3380 48542
8824 4118 44395
3039 8600 93937
4027 9928 52501
8591 7959 48033
1290 6008 78570
1170 8964 75409
813 7602 40660
9130 4748 11434
753 6020 870
2325 5040 93681
9758 8669 68882
6545 5091 79095
2105 2841 47487
3025 5622 52558
7473 8689 71699
3514 7121 27693
8815 9545 2647
7077 1405 42850
2417 8757 35748
9834 8866 74216
2620 5766 576
3399 1298 7129
9463 9333 84271
4195 3961 7637
3977 9128 29115
1311 1308 24433
2300 4571 1815
9806 4573 80004
4216 545 31740
3652 5576 6259
3117 6886 78573
4701 5430 69594
5366 3127 38085
2740 3278 62060
6400 2673 85549
5834 4267 6651
5882 4244 8196
8495 6396 6248
3225 1036 95332
8981 7679 26890
9911 4810 52838
2154 1850 39340
4256 7949 38764
4124 7175 89586
4341 9022 91064
2647 7147 43399
3535 8598 35150
8276 8261 65472
1699 1682 27092
6173 1587 86332
1376 559 52876
4739 5581 65025
7920 8779 71175
2574 5091 30858
2934 203 48449
9455 9519 39941
2220 285 93736
4908 3967 92118
9578 3991 94927
1484 4294 49649
1616 2027 88443
1078 7343 82915
2901 5412 45598
5738 4272 40696
5245 6139 28192
8551 9622 27459
6068 6993 85481
1807 4266 39656
3321 6926 28184
5019 3098 13270
4310 5268 1858
3191 641 9936
2518 949 82271
9420 868 86535
5618 4630 55511
6361 3459 69405
3673 6841 12726
8931 3338 78732
4172 3823 56733
8887 5350 9267
8999 1748 69373
8471 2003 81731
2648 6277 44374
374 539 94904
4487 7345 31665
9824 1706 64848
5407 2650 32353
9147 7338 66625
8851 9115 6901
7821 7328 50477
2574 791 25998
1479 9488 92361
3225 8063 79144
924 2788 34942
5220 4873 20488
8750 6016 55264
5885 4107 46740
3285 9345 58106
4248 1652 75377
1150 5717 87042
3477 5246 91500
4639 6476 89043
185 7737 12803
4502 1010 82540
4689 6081 49658
3462 2109 5725
7819 7337 12489
9389 6769 52667
3899 3479 3642
7523 9662 4194
8601 5233 73969
9087 2716 91232
1123 6015 84503
4389 7180 77084
4862 4711 85755
4826 3195 46578
587 7423 67519
2505 8945 52627
3223 4818 82237
3567 5519 1113
3424 2517 58036
1292 2138 83423
109 5698 82125
4862 7686 70913
330 6991 1045
6157 575 19277
9952 4733 87078
9458 7992 43538
7607 140 6281
1448 4139 90283
6612 9 75930
3013 3060 75026
4710 1843 60825
1288 6344 65136
557 961 58513
3764 6929 66750
3380 2167 3222
4688 3440 35264
8680 9208 53585
3110 2170 39378
7518 3624 57057
7616 6632 7916
31 5336 27722
2867 4536 14667
9294 2512 67745
568 4391 70720
9419 9870 76268
2487 5336 6137
433 6812 53957
5810 4318 16514
1657 8832 43566
3684 624 6861
8323 3879 74644
3721 3828 90368
2225 6131 67670
8823 3382 46733
4434 1602 24077
2661 5777 40766
5375 6557 94601
2973 4130 72481
7595 1836 584
1419 9338 23796
8041 4382 38946
7770 6858 81576
6906 4709 49870
7670 7655 22959
7533 3466 71230
8202 816 15842
8487 6947 60854
9877 2359 7866
2751 5384 87953
1028 4538 92202
6892 6491 90855
3814 654 62609
2607 2331 67566
5868 6466 16424
5780 9617 17796
8297 3571 68977
1500 1594 34899
7014 6784 91059
3465 5294 59755
7767 4023 30968
9980 7976 47643
5672 7430 91006
7106 4783 66736
2216 540 75191
9323 9950 81515
8763 1853 39172
4673 2415 75963
7355 6972 56757
1363 4318 25565
1437 2846 70682
6382 6120 30316
132 81 42190
9888 2908 5840
6224 5738 26936
7012 3580 89680
6510 5719 29600
6945 3214 34222
2189 5372 70476
7447 1897 17044
9981 292 2066
6691 2998 29758
2583 8630 58250
7909 5341 95110
504 7379 92655
857 6664 82159
9273 9773 54304
6618 7135 24964
4445 9729 68911
3564 8664 21365
6784 3584 3237
6148 7283 76056
6729 4416 20920
9037 6371 23227
7924 1186 23019
5362 9213 96266
6650 3675 60202
3794 1685 19298
6872 5476 9788
7725 3440 52272
8806 5845 6690
5080 7197 88620
4175 7416 78259
6814 6575 53727
247 9973 57964
9725 8918 91129
1319 837 89158
7075 8834 19944
4283 3929 98669
2164 3528 55896
520 2084 39847
2336 2688 74819
431 9371 18692
7152 3665 62928
7986 1651 15848
6142 9506 4653
8711 7551 66199
1629 78 54610
6207 7965 19466
6836 9886 84361
4886 7856 66017
1362 4422 82108
2860 8700 7012
6248 6969 70175
1358 5985 85116
1306 1150 33156
575 2368 78357
4054 266 71566
6211 922 25110
4143 1285 668
3213 2549 71622
227 458 51482
344 9286 66686
9171 4888 36430
335 8863 21760
5532 3278 62333
9833 2247 82787
3605 2793 90930
2347 2743 44625
4781 2886 5307
7463 3992 76134
419 1524 68923
4179 2230 7837
9468 2145 2671
3936 1727 82321
1154 8476 30891
5551 8319 46316
5515 8906 96625
5473 5356 12235
8538 7168 42856
631 5925 73823
8179 3785 34079
425 343 86941
2439 4882 21293
9441 5207 32191
9624 5969 64410
3121 9830 44458
3473 7143 35966
7529 3935 7116
5373 9362 66774
8455 1799 70982
1626 5352 21524
9310 8607 23472
3680 1788 35036
5678 3992 29135
2458 5400 8546
4042 1335 14065
6942 5131 81600
4542 3427 22709
817 6333 16456
1658 941 33579
6486 4089 76673
1258 8642 51164
1618 9036 54360
8614 388 64171
1496 5708 16497
5788 1276 67754
8971 5483 51330
1531 8441 30752
9463 1076 13034
5702 9275 62698
8911 9432 85029
8741 1534 12451
9335 4430 18378
5233 6888 47193
7141 9347 96806
6829 1983 2085
9518 3470 39849
1280 6633 15340
1496 4044 72512
971 1085 27684
1085 7950 66277
860 5691 9213
9380 886 31267
4228 242 9174
1866 1558 12403
7011 3564 7290
3130 5357 99273
2037 9983 79291
